,date,text,user
1121,2019-04-27 19:51:15+00:00,for the last years have campaigned for a peoples vote because the uks best place is in the eu so glad that so many members of the public as well as politicians of all stripes have joined us in that fight on may if you want to stop brexit then vote lib dem ,joswinson
1124,2019-04-26 21:08:53+00:00,what an awesome kick off to our european elections campaign every vote for is a vote to stop brexit,joswinson
1127,2019-04-26 16:44:58+00:00,just because wants to drive the country off a cliff doesnt mean we all have to get on board read my piece on how a vote for the lib dems is a vote to stop brexit,joswinson
1128,2019-04-26 07:29:15+00:00,all set for bbc breakfast am bbc to talk about why every vote for the liberal democrats in the european elections is a vote to stop brexit hair by caledonian sleeper train amp batiste ,joswinson
1129,2019-04-25 22:13:06+00:00,a vote for labour is a vote for brexit ,joswinson
1145,2019-04-18 13:00:34+00:00,if you want a better future than this brexit shambles then the eu elections on may is your chance to make your voice heard but to vote you need to register by may on ,joswinson
1161,2019-04-11 05:47:00+00:00,time for a to make brexit stop ,joswinson
1165,2019-04-10 17:06:46+00:00,significant comments from tory mp simon hart who chairs the brexit delivery group a is the only way out of this mess ,joswinson
1167,2019-04-09 18:22:50+00:00,an excellent letter true leadership lets hope eu embrace these ideas with positivity agree a longer extension then uk can indeed rethink its brexit strategy time for a public debate and a to ,joswinson
1169,2019-04-09 13:07:09+00:00,and to accompany your latest parliament viewing heres a reminder that today is the national animal of scotland and also it seems of brexit ,joswinson
1193,2019-04-05 07:33:58+00:00,the govt review of spl is long overdue as are the planned improvements but i know how busy they are making a mess of brexit so ive done their homework for them if govt wants to make work better for parents all it needs to do is back my bill ,joswinson
1211,2019-04-03 16:34:28+00:00,  a tie important decisions need majority says speaker so his casting vote is no that means no indicative brexit votes on monday last speaker casting vote was in  on maastrict treaty if this was a film script itd be dismissed as far fetched ,joswinson
1222,2019-04-01 22:37:43+00:00,we know we have wednesday votes that was in todays motion and were getting there then we need motions to combine specific brexit options with a peoples vote and i think we can achieve a majority ,joswinson
1224,2019-04-01 22:32:01+00:00,because these options were pitted against each other preferential voting would have resolved this we now have the chance to put forward motions on wed that combine brexit options such as cu cm with a peoples vote which i believe can get a majority ,joswinson
1228,2019-04-01 21:22:14+00:00,for against customs union  common marketconfirmatory referendum  revoke to avoid no deal  hoc can surely find a majority if it combines one of these brexits with a peoples vote on wed combination option is what hoc should vote on ,joswinson
1232,2019-04-01 20:42:17+00:00,voted again tonight for a public vote on any brexit deal and to to prevent no deal voted against customs union and common market  neither would give the long extension of a we need for a ,joswinson
1233,2019-04-01 18:05:44+00:00,whatever you think of their tactics youve got to admit they have a point this is distracting us from dealing with major issues like the climate emergency and tackling these issues would only be harder if brexit goes ahead ,joswinson
1237,2019-03-31 22:23:51+00:00, theres rather more at stake here than tory party unity so a little less constant framing of the brexit debate though that lens would be in any case surely the last years have shown that the idea of tories not being divided by brexit is fanciful ,joswinson
1243,2019-03-30 14:33:28+00:00,and thanks again for standing in at short notice given i was detained in parliament voting down theresa mays bad brexit deal again ,joswinson
1246,2019-03-29 10:35:36+00:00, march  two years since govt triggered art were not leaving the eu today thankfully but uncertainty reigns government should never have fired starting gun on brexit with no clear plan now were in this mire the only way out is a ,joswinson
1257,2019-03-27 21:42:37+00:00,hoc brexit indicative votes for against  no deal  common market  efta eea  customs union  labours plan  revoke a  public vote  wto terms,joswinson
1263,2019-03-27 18:59:15+00:00,and the polls are open in parliaments historic indicative votes on brexit im voting for and ill leave others to their unicorns ,joswinson
1265,2019-03-27 12:07:31+00:00,looks like a good event important to be focusing on the big picture challenges we face even as were in the midst of this brexit mess ,joswinson
1267,2019-03-26 20:06:32+00:00,the britain we know and love is better than this britain is outward looking open hearted and open minded our children deserve a better future than brexit britain lets stop brexit and build that better future together ,joswinson
1274,2019-03-25 22:16:06+00:00,govt loses  and govt also lost a superb minister tonight resigned to vote for parliament to set the terms of brexit debate on wed ,joswinson
1275,2019-03-25 19:28:56+00:00,about to do to discuss where we are with brexit protesters out in force by college green with competing chants ,joswinson
1276,2019-03-25 16:06:14+00:00,think no brexit covers that one and seems pretty popular ,joswinson
1279,2019-03-25 15:50:30+00:00,pm says now is the time to confront the reality of the choices before us its a bit rich tory brexiteers are in denial she refuses to confront them reality brexit will make us poorer and hurt our public services ,joswinson
1288,2019-03-23 13:09:21+00:00,today im marching for my two sons and for all our children and young people they deserve a better future than brexit britain lets stop brexit and build a better future together ,joswinson
1311,2019-03-21 11:03:50+00:00,more than  signatures to including nearly in east dunb so many it crashed parliaments petition site people want an end to this brexit chaos lets march together on saturday for ,joswinson
1313,2019-03-20 22:27:44+00:00,lets reflect on the pms ominous words this stage of the brexit process if youre sick of this endless brexit chaos remember this isnt the end its just the pilot episode of a really bad drama lets cancel it now instead of wasting time on the box set ,joswinson
1314,2019-03-20 20:48:06+00:00,indeed i know some are travelling but many cant so we have an action day of brexit campaigning on sat in bishopbriggs,joswinson
1317,2019-03-20 20:34:15+00:00,while were all sitting staring at the tv waiting for theresa may to say nothing has changed why not do something useful sign up to come to the march on saturday to put an end to this omnishambles national embarrassment of a brexit ,joswinson
1344,2019-03-14 21:16:16+00:00,vince has been a voice of reason in unreasonable times he has led the party with calm authority in our campaign for a peoples vote and has laid the foundations for us to build on as we fight not only against brexit but for a brighter future for our country  ,joswinson
1347,2019-03-14 16:05:24+00:00,yes nurses are mission critical but weve seen an drop in nurses coming to the uk from eu just one of the ways brexit will harm our nhs ,joswinson
1350,2019-03-14 10:46:40+00:00,this brexit mess wont be resolved in a matter of weeks we need the time for a public debate and a ,joswinson
1357,2019-03-12 19:22:17+00:00,mays brexit deal defeated by votes to we need a ,joswinson
1358,2019-03-11 22:33:40+00:00,what a farce days before the brexit deadline foolishly imposed on us by the pm the govt still doesnt have a clue nothing has changed its still a bad deal brexit is still a national embarrassment ,joswinson
1388,2019-03-02 12:23:04+00:00,out with a fab team chatting to people on the doorsteps about brexit getting ready for the peoples voice public meeting pm in milngavie town hall all welcome whatever your view on ,joswinson
1394,2019-02-27 15:09:31+00:00,brilliant energy at the event in westminster hall where i spoke along with young people from all over the country are here to lobby their mps ahead of key brexit votes this evening ,joswinson
1396,2019-02-26 19:25:56+00:00,the govts chaotic approach to brexit has shredded our international credibility with or without brexit we must repair our international standing in the world build alliances the defence secretary must stop his foolish rhetoric embarrassing us around the world ,joswinson
1402,2019-02-25 07:23:53+00:00,on  to discuss how we can and end the brexit chaos ,joswinson
